"1","1","0"
"12","23","0"
"14","23","0"
"84","23","0"
"86","23","0"
"132","45","0"
"133","45","0"
"134","45","0"
"135","45","0"
"136","45","0"
"137","45","0"
"138","45","0"
"139","45","0"
"140","45","0"
"141","45","0"
"142","45","0"
"143","45","0"
"144","45","0"
"145","45","0"
"146","45","0"
"147","45","0"
"148","45","0"
"149","45","0"
"150","45","0"
"151","45","0"
"152","45","0"
"153","45","0"
"154","45","0"
"155","45","0"
"156","45","0"
"157","45","0"
"158","45","0"
"159","45","0"
"160","45","0"
"161","45","0"
"162","45","0"
"163","45","0"
"164","45","0"
"165","45","0"
"166","45","0"
"167","45","0"
"168","45","0"
"169","45","0"
"170","45","0"
"174","65","0"
"175","65","0"
"176","65","0"
"177","65","0"
"178","66","0"
"179","66","0"
"180","66","0"
"181","67","0"
"182","67","0"
"183","67","0"
"184","67","0"
"185","67","0"
"186","67","0"
"187","68","0"
"188","68","0"
"189","68","0"
"190","69","0"
"191","69","0"
"192","70","0"
"193","70","0"
"194","70","0"
"195","71","0"
"196","71","0"
"197","71","0"
"198","71","0"
"199","72","0"
"200","73","0"
"201","73","0"
"202","73","0"
"204","4","0"
"207","17","0"
"210","18","0"
"214","19","0"
"216","5","0"
"219","20","0"
"222","1","0"
"226","1","0"
"229","15","0"
"232","23","0"
"234","24","0"
"237","25","0"
"237","26","0"
"241","27","0"
"244","28","0"
"247","7","0"
"250","1","0"
"252","30","0"
"256","31","0"
"258","16","0"
"260","33","0"
"263","9","0"
"266","34","0"
"269","35","0"
"271","36","0"
"273","10","0"
"275","37","0"
"277","38","0"
"279","39","0"
"281","40","0"
"283","12","0"
"285","13","0"
"287","42","0"
"290","44","0"
"294","14","0"
